Response_Date,Month,WeekNo,DOW,Hour,Shift,Priority_Number,Problem,Agency,MethodOfCallRcvd,T2Q,T2Disp,ProcTime
2020-02-24 00:34:35.000,February,9,Mon,0,NIGHT,4,DRUG COMPLAINT DELAY,POLICE,NULL,0,0,0
2020-02-24 00:54:03.000,February,9,Mon,0,NIGHT,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-02-24 01:02:23.000,February,9,Mon,1,NIGHT,3,DISORDERLY CONDUCT,POLICE,,154,332,155
2020-02-24 01:14:32.000,February,9,Mon,1,NIGHT,2,TRAFFIC STOP,POLICE,Radio,0,0,0
2020-02-24 01:30:54.000,February,9,Mon,1,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 02:06:48.000,February,9,Mon,2,NIGHT,2,ASSIST FIRE - IMMEDIATE,POLICE,E-911,0,68,0
2020-02-24 03:05:21.000,February,9,Mon,3,NIGHT,4,PARKING COMPLAINT,POLICE,Phone,124,711,125
2020-02-24 05:14:07.000,February,9,Mon,5,NIGHT,3,FALL BLS,EMS,E-911,104,4,105
2020-02-24 05:41:49.000,February,9,Mon,5,NIGHT,2,ALARM COMMERCIAL,POLICE,Phone,142,88,142
2020-02-24 06:26:35.000,February,9,Mon,6,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,130,287,492
2020-02-24 06:31:38.000,February,9,Mon,6,DAY,1,UNCONSCIOUS ALS 2,EMS,E-911,56,3,180
2020-02-24 06:37:00.000,February,9,Mon,6,DAY,2,MVC AUTO,FIRE,E-911,0,0,0
2020-02-24 06:44:27.000,February,9,Mon,6,DAY,4,GLA DELAY,POLICE,Phone,69,39,881
2020-02-24 06:53:46.000,February,9,Mon,6,DAY,4,TRAFFIC COMPLAINT,POLICE,Phone,106,1276,116
2020-02-24 06:57:01.000,February,9,Mon,6,DAY,1,UNCONSCIOUS ALS 2,EMS,E-911,30,3,121
2020-02-24 07:03:59.000,February,9,Mon,7,DAY,4,PARKING COMPLAINT,POLICE,Phone,36,198,42
2020-02-24 07:06:12.000,February,9,Mon,7,DAY,4,LARCENY FROM AUTO DELAY,POLICE,Phone,225,861,225
2020-02-24 07:14:24.000,February,9,Mon,7,DAY,4,LARCENY FROM AUTO DELAY,POLICE,Phone,119,526,124
2020-02-24 07:28:12.000,February,9,Mon,7,DAY,4,PARKING COMPLAINT,POLICE,Phone,83,2135,83
2020-02-24 07:32:28.000,February,9,Mon,7,DAY,2,WARRANT SERVICE,POLICE,Radio,13,11,27
2020-02-24 07:52:50.000,February,9,Mon,7,DAY,1,MVC INJURY,POLICE,Phone,72,45,222
2020-02-24 07:54:01.000,February,9,Mon,7,DAY,2,MVC AUTO,FIRE,,0,1,0
2020-02-24 08:03:21.000,February,9,Mon,8,DAY,1,ALTERED LOC ALS 2,EMS,E-911,91,0,160
2020-02-24 08:05:39.000,February,9,Mon,8,DAY,1,STROKE ALS 2,EMS,E-911,110,2,368
2020-02-24 08:08:57.000,February,9,Mon,8,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,66,54,83
2020-02-24 08:21:41.000,February,9,Mon,8,DAY,5,LARCENY OTHER TRU,POLICE,Phone,247,5,247
2020-02-24 08:26:18.000,February,9,Mon,8,DAY,1,ALTERED LOC ALS 2,EMS,E-911,39,2,289
2020-02-24 08:31:50.000,February,9,Mon,8,DAY,4,POLICE INFORMATION,POLICE,Radio,0,0,0
2020-02-24 08:33:37.000,February,9,Mon,8,DAY,4,PARKING COMPLAINT,POLICE,OFFICER,100,85,101
2020-02-24 08:37:11.000,February,9,Mon,8,DAY,4,PARKING COMPLAINT,POLICE,Phone,40,49,58
2020-02-24 08:51:44.000,February,9,Mon,8,DAY,3,SICK PERSON BLS,EMS,E-911,174,1,659
2020-02-24 08:55:06.000,February,9,Mon,8,DAY,2,ASSIST FIRE - IMMEDIATE,POLICE,E-911,0,79,0
2020-02-24 08:57:59.000,February,9,Mon,8,DAY,4,PARKING COMPLAINT,POLICE,Phone,48,321,48
2020-02-24 09:03:14.000,February,9,Mon,9,DAY,4,PARKING COMPLAINT,POLICE,Phone,114,939,114
2020-02-24 09:09:58.000,February,9,Mon,9,DAY,1,CARDIAC ARREST ALS 2- SUPV,EMS,Phone,151,2,217
2020-02-24 09:10:29.000,February,9,Mon,9,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-02-24 09:12:28.000,February,9,Mon,9,DAY,3,ASSIST FIRE - PROMPT,POLICE,,0,438,0
2020-02-24 09:18:37.000,February,9,Mon,9,DAY,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-02-24 09:28:40.000,February,9,Mon,9,DAY,1,TROUBLE BREATHING ALS 2,EMS,E-911,35,5,220
2020-02-24 09:35:40.000,February,9,Mon,9,DAY,3,INVESTIGATION,FIRE,Phone,114,0,177
2020-02-24 09:50:01.000,February,9,Mon,9,DAY,2,MENTAL HEALTH CASE,POLICE,Phone,97,18,1889
2020-02-24 09:52:47.000,February,9,Mon,9,DAY,2,WARRANT SERVICE,POLICE,Phone,15,4,24
2020-02-24 09:55:14.000,February,9,Mon,9,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 10:15:22.000,February,9,Mon,10,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,212,137,327
2020-02-24 10:22:11.000,February,9,Mon,10,DAY,1,TROUBLE BREATHING ALS 2,EMS,Phone,89,2,137
2020-02-24 10:29:08.000,February,9,Mon,10,DAY,4,LARCENY COMMERCIAL DELAY,POLICE,Phone,157,124,163
2020-02-24 10:29:18.000,February,9,Mon,10,DAY,4,PARKING COMPLAINT,POLICE,Phone,64,41,68
2020-02-24 10:40:35.000,February,9,Mon,10,DAY,4,POLICE INFORMATION,POLICE,Phone,27,20,27
2020-02-24 10:41:43.000,February,9,Mon,10,DAY,1,STROKE ALS 2,EMS,,49,3,244
2020-02-24 10:53:13.000,February,9,Mon,10,DAY,2,ALARM RESIDENTIAL,POLICE,Phone,129,79,129
2020-02-24 10:56:42.000,February,9,Mon,10,DAY,1,TRUCK FIRE,FIRE,,71,2,222
2020-02-24 10:57:53.000,February,9,Mon,10,DAY,3,ASSIST FIRE - PROMPT,POLICE,,0,357,0
2020-02-24 10:59:08.000,February,9,Mon,10,DAY,2,ANIMAL STRAY,POLICE,Phone,105,584,111
2020-02-24 11:57:27.000,February,9,Mon,11,DAY,2,ESCORT,POLICE,,16,4,60
2020-02-24 12:03:25.000,February,9,Mon,12,DAY,3,BOOT REMOVAL,POLICE,Phone,91,20,96
2020-02-24 12:05:34.000,February,9,Mon,12,DAY,4,LARCENY COMMERCIAL DELAY,POLICE,Phone,74,676,86
2020-02-24 12:12:30.000,February,9,Mon,12,DAY,4,PARKING COMPLAINT,POLICE,Phone,34,2036,36
2020-02-24 12:15:45.000,February,9,Mon,12,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 12:16:44.000,February,9,Mon,12,DAY,4,PARKING COMPLAINT,POLICE,Phone,193,170,194
2020-02-24 12:21:46.000,February,9,Mon,12,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 12:24:51.000,February,9,Mon,12,DAY,3,FALL BLS,EMS,E-911,46,1,188
2020-02-24 12:28:17.000,February,9,Mon,12,DAY,4,ASSIST CITIZEN DELAY,POLICE,Phone,48,1406,67
2020-02-24 12:43:41.000,February,9,Mon,12,DAY,3,FIRE ALARM,FIRE,Phone,48,1,63
2020-02-24 12:46:15.000,February,9,Mon,12,DAY,4,MVC HIT/RUN NO INJ DELAY,POLICE,Phone,71,1228,86
2020-02-24 12:47:43.000,February,9,Mon,12,DAY,1,MVC INJURY PED STRUCK,POLICE,E-911,43,39,138
2020-02-24 12:48:25.000,February,9,Mon,12,DAY,1,PEDESTRIAN STRUCK ALS 2 - SUPV,EMS,E-911,0,1,0
2020-02-24 12:51:48.000,February,9,Mon,12,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,120,385,122
2020-02-24 12:54:31.000,February,9,Mon,12,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 13:09:12.000,February,9,Mon,13,DAY,4,ASSIST CITIZEN DELAY,POLICE,Phone,412,162,413
2020-02-24 13:17:34.000,February,9,Mon,13,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-02-24 13:32:21.000,February,9,Mon,13,DAY,1,ALARM COMMERCIAL,POLICE,Phone,125,43,144
2020-02-24 13:47:01.000,February,9,Mon,13,DAY,4,MVC HIT/RUN NO INJ DELAY,POLICE,Phone,150,152,166
2020-02-24 13:51:17.000,February,9,Mon,13,DAY,3,SICK PERSON BLS,EMS,E-911,105,1,170
2020-02-24 14:16:11.000,February,9,Mon,14,DAY,4,PARKING COMPLAINT,POLICE,Phone,54,2670,73
2020-02-24 14:19:59.000,February,9,Mon,14,DAY,4,ASSIST CITIZEN DELAY,POLICE,Phone,225,1006,230
2020-02-24 14:31:15.000,February,9,Mon,14,DAY,4,GLA RECOVERY DELAY,POLICE,Phone,270,573,328
2020-02-24 14:32:21.000,February,9,Mon,14,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-02-24 14:40:41.000,February,9,Mon,14,DAY,2,SUSPICIOUS PACKAGE,POLICE,Phone,134,726,161
2020-02-24 14:42:53.000,February,9,Mon,14,DAY,3,FIRE MARSHAL,FIRE,Phone,0,1,0
2020-02-24 14:47:44.000,February,9,Mon,14,DAY,4,ADMINISTRATIVE TASK,POLICE,Phone,27,49,36
2020-02-24 14:54:30.000,February,9,Mon,14,DAY,4,PUBLIC SERVICE EMS,EMS,E-911,149,0,166
2020-02-24 15:00:58.000,February,9,Mon,15,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 15:04:40.000,February,9,Mon,15,DAY,3,BOOT REMOVAL,POLICE,Phone,44,658,45
2020-02-24 15:06:26.000,February,9,Mon,15,DAY,2,MENTAL HEALTH CASE,POLICE,Phone,125,354,142
2020-02-24 15:07:34.000,February,9,Mon,15,DAY,3,ANIMAL DECEASED,POLICE,Phone,59,480,65
2020-02-24 15:09:18.000,February,9,Mon,15,DAY,4,PARKING COMPLAINT,POLICE,Phone,67,798,112
2020-02-24 15:12:10.000,February,9,Mon,15,DAY,1,CHEST PAIN ALS 2,EMS,E-911,60,2,435
2020-02-24 15:15:58.000,February,9,Mon,15,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,97,18,142
2020-02-24 15:22:44.000,February,9,Mon,15,DAY,4,PARKING COMPLAINT,POLICE,Phone,65,5949,105
2020-02-24 15:26:43.000,February,9,Mon,15,DAY,4,CREDIT CARD FRAUD DELAY,POLICE,Phone,70,1180,83
2020-02-24 15:33:41.000,February,9,Mon,15,DAY,2,WARRANT SERVICE,POLICE,Phone,13,18,52
2020-02-24 15:39:18.000,February,9,Mon,15,DAY,2,ASSAULT MINOR INJ IN PROG,POLICE,Phone,21,25,199
2020-02-24 15:39:38.000,February,9,Mon,15,DAY,3,ASSAULT ALS 1,EMS,,0,0,0
2020-02-24 15:44:06.000,February,9,Mon,15,DAY,2,FIGHT NO WEAPONS,POLICE,E-911,33,15,190
2020-02-24 15:52:46.000,February,9,Mon,15,DAY,4,NOISE COMPLAINT DELAY,POLICE,Phone,126,815,128
2020-02-24 15:53:00.000,February,9,Mon,15,DAY,4,BURGLARY RESIDENTIAL DELAY,POLICE,Phone,285,1523,321
2020-02-24 16:04:34.000,February,9,Mon,16,DAY,3,PUBLIC SERVICE MULTI OFFICER,POLICE,Phone,214,281,1075
2020-02-24 16:13:27.000,February,9,Mon,16,DAY,3,SICK PERSON BLS,EMS,Phone,0,1,0
2020-02-24 16:22:39.000,February,9,Mon,16,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,33,650,52
2020-02-24 16:27:05.000,February,9,Mon,16,DAY,3,ANIMAL DECEASED,POLICE,Phone,46,46,51
2020-02-24 16:49:56.000,February,9,Mon,16,DAY,2,HAZARD,POLICE,Phone,293,672,301
2020-02-24 17:02:20.000,February,9,Mon,17,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 17:15:59.000,February,9,Mon,17,DAY,2,MVC PROPERTY DAMAGE,POLICE,Phone,121,574,121
2020-02-24 17:18:23.000,February,9,Mon,17,DAY,1,ALTERED LOC ALS 2,EMS,,62,1,576
2020-02-24 17:18:41.000,February,9,Mon,17,DAY,4,POLICE INFORMATION,POLICE,Phone,229,4006,562
2020-02-24 17:33:00.000,February,9,Mon,17,DAY,3,ASSIST CITIZEN DELAY,POLICE,Phone,46,308,49
2020-02-24 17:36:36.000,February,9,Mon,17,DAY,5,DEST OF PROP VEH DELAY,POLICE,Phone,257,10,257
2020-02-24 17:56:16.000,February,9,Mon,17,DAY,1,GAS LEAK - INSIDE,FIRE,,46,1,83
2020-02-24 17:56:26.000,February,9,Mon,17,DAY,2,DISABLED MOTORIST,POLICE,Phone,175,91,184
2020-02-24 18:01:20.000,February,9,Mon,18,DAY,1,ASSIST FIRE - EMERGENCY,POLICE,,0,53,0
2020-02-24 18:01:23.000,February,9,Mon,18,DAY,2,MVC AUTO,FIRE,Phone,123,2,138
2020-02-24 18:04:18.000,February,9,Mon,18,DAY,2,MVC PROPERTY DAMAGE,POLICE,Phone,0,83,0
2020-02-24 18:14:32.000,February,9,Mon,18,DAY,2,TRESPASSING IN PROG,POLICE,NULL,0,0,0
2020-02-24 18:15:00.000,February,9,Mon,18,DAY,4,ASSAULT NO INJURY DELAY,POLICE,NULL,0,0,0
2020-02-24 18:35:21.000,February,9,Mon,18,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 18:49:58.000,February,9,Mon,18,DAY,4,ANIMAL COMPLAINT,POLICE,NULL,0,0,0
2020-02-24 19:12:15.000,February,9,Mon,19,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 19:14:02.000,February,9,Mon,19,NIGHT,2,WARRANT SERVICE,POLICE,NULL,0,0,0
2020-02-24 19:17:50.000,February,9,Mon,19,NIGHT,3,LOCKOUT,FIRE,Phone,0,3,0
2020-02-24 19:34:19.000,February,9,Mon,19,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 19:35:30.000,February,9,Mon,19,NIGHT,2,ALARM RESIDENTIAL,POLICE,Phone,116,641,116
2020-02-24 20:02:22.000,February,9,Mon,20,NIGHT,2,ALARM COMMERCIAL,POLICE,Phone,187,17,187
2020-02-24 20:15:48.000,February,9,Mon,20,NIGHT,2,TROUBLE UNKNOWN NO EMS,POLICE,E-911,142,54,142
2020-02-24 20:37:56.000,February,9,Mon,20,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 20:41:02.000,February,9,Mon,20,NIGHT,2,ALARM RESIDENTIAL,POLICE,Phone,105,18,105
2020-02-24 20:57:48.000,February,9,Mon,20,NIGHT,2,CO ALARM,FIRE,,77,2,162
2020-02-24 21:01:07.000,February,9,Mon,21,NIGHT,3,SICK PERSON BLS,EMS,,59,0,160
2020-02-24 21:09:18.000,February,9,Mon,21,NIGHT,4,POLICE INFORMATION,POLICE,Phone,459,27,459
2020-02-24 21:12:05.000,February,9,Mon,21,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 21:44:44.000,February,9,Mon,21,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 21:49:13.000,February,9,Mon,21,NIGHT,3,FALL BLS,EMS,,100,1,248
2020-02-24 21:54:15.000,February,9,Mon,21,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-24 22:28:07.000,February,9,Mon,22,NIGHT,3,ASSIST FIRE - PROMPT,POLICE,E-911,0,65,0
2020-02-24 22:29:22.000,February,9,Mon,22,NIGHT,2,ASSIST OUTSIDE AGENCY,POLICE,,178,141,503
2020-02-24 22:47:09.000,February,9,Mon,22,NIGHT,4,TELEPHONE COMPLAINT,POLICE,,90,486,1556
2020-02-24 23:44:02.000,February,9,Mon,23,NIGHT,2,WARRANT SERVICE,POLICE,,81,30,93
2020-02-25 00:00:40.000,February,9,Tue,0,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,70,948,169
2020-02-25 00:20:13.000,February,9,Tue,0,NIGHT,2,HAZARD,POLICE,,363,62,883
2020-02-25 00:47:05.000,February,9,Tue,0,NIGHT,2,WARRANT SERVICE,POLICE,,210,53,211
2020-02-25 01:23:26.000,February,9,Tue,1,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,Phone,70,2873,72
2020-02-25 01:44:29.000,February,9,Tue,1,NIGHT,1,TROUBLE BREATHING ALS 2,EMS,E-911,48,1,345
2020-02-25 01:56:36.000,February,9,Tue,1,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-25 02:43:24.000,February,9,Tue,2,NIGHT,2,WARRANT SERVICE,POLICE,,70,161,70
2020-02-25 02:58:54.000,February,9,Tue,2,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-25 03:01:38.000,February,9,Tue,3,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-25 03:10:49.000,February,9,Tue,3,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-25 03:46:52.000,February,9,Tue,3,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-25 03:54:27.000,February,9,Tue,3,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-25 05:59:58.000,February,9,Tue,5,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-25 06:29:40.000,February,9,Tue,6,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-25 06:43:10.000,February,9,Tue,6,DAY,2,WARRANT SERVICE,POLICE,,22,3,37
2020-02-25 06:47:04.000,February,9,Tue,6,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-25 06:54:15.000,February,9,Tue,6,DAY,2,WARRANT SERVICE,POLICE,Radio,13,2,28
2020-02-25 07:02:08.000,February,9,Tue,7,DAY,2,ALARM COMMERCIAL,POLICE,Phone,136,75,136
2020-02-25 07:10:49.000,February,9,Tue,7,DAY,3,FIRE ALARM,FIRE,Phone,101,1,125
2020-02-25 07:32:45.000,February,9,Tue,7,DAY,2,WARRANT SERVICE,POLICE,,23,7,37
2020-02-25 07:39:34.000,February,9,Tue,7,DAY,4,PARKING COMPLAINT,POLICE,Phone,77,151,101
2020-02-25 07:43:56.000,February,9,Tue,7,DAY,2,MVC AUTO,FIRE,Phone,0,3,0
2020-02-25 08:09:44.000,February,9,Tue,8,DAY,2,ASSIST OUTSIDE AGENCY,POLICE,Phone,145,112,153
2020-02-25 08:29:10.000,February,9,Tue,8,DAY,2,MVC PROPERTY DAMAGE,POLICE,OFFICER,25,15,25
2020-02-25 08:30:47.000,February,9,Tue,8,DAY,4,ADMINISTRATIVE TASK,POLICE,,42,48,42
2020-02-25 08:40:52.000,February,9,Tue,8,DAY,4,GLA DELAY,POLICE,Phone,326,83,369
2020-02-25 08:49:56.000,February,9,Tue,8,DAY,4,GLA DELAY,POLICE,Phone,106,132,108
2020-02-25 08:50:23.000,February,9,Tue,8,DAY,3,FIRE ALARM,FIRE,,81,0,81
2020-02-25 09:02:04.000,February,9,Tue,9,DAY,2,MVC HIT/RUN NO INJURY,POLICE,,149,324,247
2020-02-25 09:15:06.000,February,9,Tue,9,DAY,1,VEHICLE FIRE,FIRE,,33,4,33
2020-02-25 09:15:15.000,February,9,Tue,9,DAY,2,MVC PROPERTY DAMAGE,POLICE,,84,871,91
2020-02-25 09:15:39.000,February,9,Tue,9,DAY,3,ASSIST FIRE - PROMPT,POLICE,,0,132,0
2020-02-25 09:17:52.000,February,9,Tue,9,DAY,1,MVC INJURY,POLICE,E-911,133,276,212
2020-02-25 09:18:54.000,February,9,Tue,9,DAY,2,GAS LEAK - OUTSIDE,FIRE,E-911,88,2,147
2020-02-25 09:20:06.000,February,9,Tue,9,DAY,2,MVC AUTO,FIRE,,0,1,0
2020-02-25 09:21:32.000,February,9,Tue,9,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,57,737,66
2020-02-25 09:21:40.000,February,9,Tue,9,DAY,2,ALARM RESIDENTIAL,POLICE,Phone,121,149,132
2020-02-25 09:23:45.000,February,9,Tue,9,DAY,3,ANIMAL BITE HUMAN DELAY,POLICE,Phone,80,728,110
2020-02-25 09:25:38.000,February,9,Tue,9,DAY,3,ASSIST CITIZEN DELAY,POLICE,Phone,95,866,110
2020-02-25 09:33:29.000,February,9,Tue,9,DAY,4,PARKING COMPLAINT,POLICE,Phone,52,1557,95
2020-02-25 09:48:39.000,February,9,Tue,9,DAY,4,PUBLIC SERVICE MULTI OFFICER,POLICE,Phone,118,142,191
2020-02-25 09:54:19.000,February,9,Tue,9,DAY,1,UNCONSCIOUS ALS 2,EMS,E-911,43,2,358
2020-02-25 09:56:53.000,February,9,Tue,9,DAY,2,ASSIST FIRE - IMMEDIATE,POLICE,E-911,0,136,0
2020-02-25 10:03:40.000,February,9,Tue,10,DAY,3,SICK PERSON BLS,EMS,E-911,47,2,221
2020-02-25 10:07:43.000,February,9,Tue,10,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-02-25 10:18:57.000,February,9,Tue,10,DAY,2,WARRANT SERVICE,POLICE,,73,159,107
2020-02-25 10:27:28.000,February,9,Tue,10,DAY,4,MVC HIT/RUN NO INJ DELAY,POLICE,Phone,182,4869,184
2020-02-25 10:30:21.000,February,9,Tue,10,DAY,2,ASSIST CITIZEN PROMPT,POLICE,,72,98,172
2020-02-25 10:34:33.000,February,9,Tue,10,DAY,6,WARRANT ISSUED,POLICE,,9,1,9
2020-02-25 10:42:12.000,February,9,Tue,10,DAY,3,ASSIST CITIZEN DELAY,POLICE,Phone,78,59,91
2020-02-25 10:58:24.000,February,9,Tue,10,DAY,2,SUSPICIOUS EVENT,POLICE,,100,1493,114
2020-02-25 11:02:54.000,February,9,Tue,11,DAY,2,SUSPICIOUS EVENT,POLICE,Radio,63,13,85
2020-02-25 11:03:23.000,February,9,Tue,11,DAY,4,TRAFFIC COMPLAINT,POLICE,Phone,56,1172,65
2020-02-25 11:21:44.000,February,9,Tue,11,DAY,4,PARKING COMPLAINT,POLICE,Phone,40,107,47
2020-02-25 11:26:07.000,February,9,Tue,11,DAY,4,PARKING COMPLAINT,POLICE,Phone,38,51,39
2020-02-25 11:29:43.000,February,9,Tue,11,DAY,4,IDENTITY FRAUD DELAY,POLICE,Phone,91,6186,93
2020-02-25 11:53:18.000,February,9,Tue,11,DAY,5,LARCENY FROM AUTO TRU,POLICE,,32,13,32
2020-02-25 11:55:24.000,February,9,Tue,11,DAY,3,MOBILE INTEGRATED HEALTHCARE,FIRE,NULL,0,0,0
2020-02-25 11:59:05.000,February,9,Tue,11,DAY,3,FIRE ALARM,FIRE,Phone,56,1,59
2020-02-25 12:25:14.000,February,9,Tue,12,DAY,2,ALARM RESIDENTIAL,POLICE,,55,41,57
2020-02-25 12:32:58.000,February,9,Tue,12,DAY,2,DISORDERLY CONDUCT,POLICE,,12,5,33
2020-02-25 12:36:22.000,February,9,Tue,12,DAY,4,POLICE INFORMATION,POLICE,,13,87,26
2020-02-25 12:50:53.000,February,9,Tue,12,DAY,2,WARRANT SERVICE,POLICE,,26,8,57
2020-02-25 12:59:33.000,February,9,Tue,12,DAY,4,ASSIST CITIZEN DELAY,POLICE,Phone,103,3344,107
2020-02-25 13:12:43.000,February,9,Tue,13,DAY,4,DOMESTIC VIOL DELAY,POLICE,,83,7640,745
2020-02-25 13:17:15.000,February,9,Tue,13,DAY,4,DRUG COMPLAINT IN PROG,POLICE,Phone,83,7430,89
2020-02-25 13:18:00.000,February,9,Tue,13,DAY,4,PARKING COMPLAINT,POLICE,Phone,157,237,159
2020-02-25 13:25:51.000,February,9,Tue,13,DAY,3,CREDIT CARD FRAUD DELAY,POLICE,Phone,224,1403,240
2020-02-25 13:35:36.000,February,9,Tue,13,DAY,3,SICK PERSON BLS,EMS,,88,0,267
2020-02-25 13:37:41.000,February,9,Tue,13,DAY,1,TROUBLE BREATHING ALS 2,EMS,E-911,67,1,243
2020-02-25 13:40:16.000,February,9,Tue,13,DAY,4,PARKING COMPLAINT,POLICE,,56,225,56
2020-02-25 13:53:46.000,February,9,Tue,13,DAY,4,FORGERY/BAD CHECK DELAY,POLICE,Phone,248,8100,252
2020-02-25 14:06:43.000,February,9,Tue,14,DAY,3,SICK PERSON BLS,EMS,,150,70,150
2020-02-25 14:13:53.000,February,9,Tue,14,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-25 14:33:05.000,February,9,Tue,14,DAY,2,DISORDERLY CONDUCT,POLICE,,20,10,81
2020-02-25 14:34:31.000,February,9,Tue,14,DAY,2,ASSIST OUTSIDE AGENCY,POLICE,,18,8,40
2020-02-25 14:45:18.000,February,9,Tue,14,DAY,3,FIRE ALARM,FIRE,Phone,55,1,70
2020-02-25 14:56:56.000,February,9,Tue,14,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,129,2535,154
2020-02-25 15:05:25.000,February,9,Tue,15,DAY,2,DISORDERLY CONDUCT,POLICE,Flag Down,77,118,124
2020-02-25 15:11:23.000,February,9,Tue,15,DAY,2,WARRANT SERVICE,POLICE,,36,18,204
2020-02-25 15:11:37.000,February,9,Tue,15,DAY,4,DRUG COMPLAINT DELAY,POLICE,OFFICER,92,1040,95
2020-02-25 15:21:13.000,February,9,Tue,15,DAY,1,ALTERED LOC ALS 2,EMS,E-911,42,2,199
2020-02-25 16:02:43.000,February,9,Tue,16,DAY,4,ASSIST CITIZEN DELAY,POLICE,Phone,183,1649,214
2020-02-25 16:52:59.000,February,9,Tue,16,DAY,2,MVC HIT/RUN NO INJURY,POLICE,Radio,47,2168,72
2020-02-25 17:11:18.000,February,9,Tue,17,DAY,2,DISORDERLY CONDUCT,POLICE,E-911,86,121,134
2020-02-25 17:21:02.000,February,9,Tue,17,DAY,4,ANIMAL COMPLAINT,POLICE,,174,568,177
2020-02-25 17:25:31.000,February,9,Tue,17,DAY,2,MVC PROPERTY DAMAGE,POLICE,,167,73,358
2020-02-25 17:30:06.000,February,9,Tue,17,DAY,5,DEST OF PROP TRU DELAY,POLICE,,78,10,78
2020-02-25 17:30:47.000,February,9,Tue,17,DAY,8,OFF DUTY DETAIL,POLICE,,33,3,39
2020-02-25 17:42:28.000,February,9,Tue,17,DAY,1,UNCONSCIOUS ALS 2,EMS,,57,3,339
2020-02-25 17:52:27.000,February,9,Tue,17,DAY,4,SHOPLIFTING DELAY,POLICE,,72,6130,351
2020-02-25 17:55:23.000,February,9,Tue,17,DAY,3,SICK PERSON BLS,EMS,E-911,81,1,198
2020-02-25 18:06:09.000,February,9,Tue,18,DAY,3,FIRE ALARM,FIRE,,79,1,79
2020-02-25 18:23:36.000,February,9,Tue,18,DAY,4,PARKING COMPLAINT,POLICE,,90,144,90
2020-02-25 18:42:51.000,February,9,Tue,18,DAY,8,OFF DUTY DETAIL,POLICE,OFFICER,21,6,21
2020-02-25 18:45:07.000,February,9,Tue,18,DAY,2,DEST OF PROP RES IN PROG,POLICE,,80,325,84
2020-02-25 18:56:03.000,February,9,Tue,18,DAY,2,CO ALARM,FIRE,,52,1,99
2020-02-25 19:37:02.000,February,9,Tue,19,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-02-25 20:10:23.000,February,9,Tue,20,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,,53,95,104
2020-02-25 20:48:47.000,February,9,Tue,20,NIGHT,4,PUBLIC SERVICE MULTI OFFICER,POLICE,,157,32,159
